,Name,contract_expiration_date,market_value_in_eur,current_club_domestic_competition_id,date_of_birth
1789,Youri Tielemans,2027-06-30 00:00:00,20000000.0,GB1,1997-05-07
1790,Thibault Vlietinck,2026-06-30 00:00:00,500000.0,BE1,1997-08-19
1791,Gautier Lloris,2026-06-30 00:00:00,2500000.0,FR1,1995-07-18
1792,Guillermo Maripán,2025-06-30 00:00:00,10000000.0,FR1,1994-05-06
1793,Denis Shcherbitskiy,2027-06-30 00:00:00,200000.0,RU1,1996-04-14
1794,Berkay Özcan,2027-06-30 00:00:00,4200000.0,TR1,1998-02-15
1795,José Sá,2027-06-30 00:00:00,16000000.0,GB1,1993-01-17
1796,Angelo Fulgini,2027-06-30 00:00:00,8000000.0,FR1,1996-08-20
1797,Robin Maulun,2025-06-30 00:00:00,550000.0,NL1,1996-11-23
1798,Gilles Dewaele,,1200000.0,BE1,1996-02-13
1799,Pasquale Mazzocchi,2027-06-30 00:00:00,4000000.0,IT1,1995-07-27
1800,Wessel Dammers,2026-06-30 00:00:00,500000.0,DK1,1995-03-01
1801,Matt Targett,2026-06-30 00:00:00,10000000.0,GB1,1995-09-18
1802,Nordin Jackers,2024-06-30 00:00:00,400000.0,BE1,1997-09-05
1803,Arno Verschueren,2025-06-30 00:00:00,2300000.0,NL1,1997-04-08
1804,Nikita Contini,2025-06-30 00:00:00,500000.0,IT1,1996-05-21
1805,Alexander Djiku,2026-06-30 00:00:00,8500000.0,TR1,1994-08-09
1806,José María Giménez,2028-06-30 00:00:00,30000000.0,ES1,1995-01-20
1807,Jemal Tabidze,2024-06-30 00:00:00,600000.0,GR1,1996-03-18
1808,Gabriele Marchegiani,2024-06-30 00:00:00,200000.0,GR1,1996-06-03
1809,Zeki Çelik,2026-06-30 00:00:00,6000000.0,IT1,1997-02-17
1810,Ertuğrul Ersoy,2025-06-30 00:00:00,500000.0,TR1,1997-02-13
1811,Enes Ünal,2024-06-30 00:00:00,25000000.0,GB1,1997-05-10
1812,Finn Dahmen,2026-06-30 00:00:00,5000000.0,L1,1998-03-27
1813,Niklas Dorsch,2026-06-30 00:00:00,7000000.0,L1,1998-01-15
1814,Dennis Geiger,2027-06-30 00:00:00,4000000.0,L1,1998-06-10
1815,Philipp Köhn,2028-06-30 00:00:00,8000000.0,FR1,1998-04-02
1816,Görkem Sağlam,2026-06-30 00:00:00,1000000.0,TR1,1998-04-11
1817,Jordan Tillson,2024-05-31 00:00:00,300000.0,SC1,1993-03-05
1818,Blair Spittal,2024-05-31 00:00:00,750000.0,SC1,1995-12-19
1819,Ivan Toney,2025-06-30 00:00:00,35000000.0,GB1,1996-03-16
1820,Brandon Thomas,2024-06-30 00:00:00,1500000.0,GR1,1995-02-04
1821,Niclas Eliasson,2027-06-30 00:00:00,3000000.0,GR1,1995-12-07
1822,Sergi Canós,2027-06-30 00:00:00,2500000.0,ES1,1997-02-02
1823,David Carmona,2024-06-30 00:00:00,450000.0,GR1,1997-01-11
1824,Iñigo Córdoba,2024-06-30 00:00:00,1800000.0,NL1,1997-03-13
1825,Pablo Maffeo,2026-06-30 00:00:00,8000000.0,ES1,1997-07-12
1826,Aarón Martín,2026-06-30 00:00:00,5000000.0,IT1,1997-04-22
1827,Jesús Vallejo,2024-06-30 00:00:00,1500000.0,ES1,1997-01-05
1828,Asier Villalibre,2025-06-30 00:00:00,2500000.0,ES1,1997-09-30
1829,Pione Sisto,2025-06-30 00:00:00,1700000.0,TR1,1995-02-04
1830,Fali,2026-06-30 00:00:00,2500000.0,ES1,1993-08-12
1831,José Luis Morales,2024-06-30 00:00:00,2500000.0,ES1,1987-07-23
1832,Carlos Strandberg,2027-06-30 00:00:00,2200000.0,TR1,1996-04-14
1833,Nicolai Poulsen,2024-06-30 00:00:00,800000.0,DK1,1993-08-15
1834,Karol Angielski,2024-06-30 00:00:00,1200000.0,GR1,1996-03-20
1835,Rob Holding,2026-06-30 00:00:00,5000000.0,GB1,1995-09-20
1836,Pascal Gregor,2026-06-30 00:00:00,400000.0,DK1,1994-02-18
1837,Tyrone Mings,2026-06-30 00:00:00,16000000.0,GB1,1993-03-13
1838,Craig Halkett,2026-05-31 00:00:00,450000.0,SC1,1995-05-29
1839,Abat Aymbetov,2025-06-30 00:00:00,800000.0,TR1,1995-08-07
1840,Iza Carcelén,2025-06-30 00:00:00,2000000.0,ES1,1993-04-23
1841,Aaron Appindangoyé,2024-06-30 00:00:00,700000.0,TR1,1992-02-20
1842,Aleksey Miranchuk,2025-06-30 00:00:00,7500000.0,IT1,1995-10-17
1843,Anton Miranchuk,2024-06-30 00:00:00,5000000.0,RU1,1995-10-17
1844,Joel Andersson,2026-12-31 00:00:00,1000000.0,DK1,1996-11-11
1845,Yeray Álvarez,2026-06-30 00:00:00,10000000.0,ES1,1995-01-24
1846,Iñigo Lekue,2025-06-30 00:00:00,3000000.0,ES1,1993-05-04
1847,Iñaki Williams,2028-06-30 00:00:00,25000000.0,ES1,1994-06-15
1848,Dmytro Kravchenko,2025-06-30 00:00:00,200000.0,UKR1,1995-02-25
1849,Antonis Papasavvas,,300000.0,GR1,1995-03-20
1850,Achilleas Poungouras,2025-06-30 00:00:00,325000.0,TR1,1995-12-13
1851,Patrick Ciurria,2026-06-30 00:00:00,5000000.0,IT1,1995-02-09
1852,Rodrigo de Paul,2026-06-30 00:00:00,30000000.0,ES1,1994-05-24
1853,Scott McKenna,2024-06-30 00:00:00,10000000.0,DK1,1996-11-12
1854,Nicolò Barella,2026-06-30 00:00:00,75000000.0,IT1,1997-02-07
1855,Marko Jevtovic,2024-06-30 00:00:00,800000.0,TR1,1993-07-24
1856,Jean Felipe,2024-06-30 00:00:00,500000.0,PO1,1994-03-18
1857,Joe Gomez,2027-06-30 00:00:00,22000000.0,GB1,1997-05-23
1858,Christian Jakobsen,2024-06-30 00:00:00,350000.0,DK1,1993-03-27
1859,Vedat Muriqi,2027-06-30 00:00:00,15000000.0,ES1,1994-04-24
1860,Emil Audero,2024-06-30 00:00:00,6000000.0,IT1,1997-01-18
1861,Sergi Guardiola,2025-06-30 00:00:00,1000000.0,ES1,1991-05-29
1862,Gianluca Mancini,2027-06-30 00:00:00,20000000.0,IT1,1996-04-17
1863,Bressan,2025-06-30 00:00:00,550000.0,GR1,1993-01-15
1864,Juanpi,,500000.0,GR1,1994-01-24
1865,Sven van Beek,2025-06-30 00:00:00,1000000.0,NL1,1994-07-28
1866,Nikolaos Tsoukalos,2024-06-30 00:00:00,125000.0,GR1,1992-03-23
1867,Hajdin Salihu,2026-06-30 00:00:00,325000.0,UKR1,2002-01-18
1868,Daniel Podence,2024-06-30 00:00:00,13000000.0,GR1,1995-10-21
1869,Álvaro García,2026-06-30 00:00:00,5000000.0,ES1,1992-10-27
1870,Ben Davies,2026-05-31 00:00:00,3500000.0,SC1,1995-08-11
1871,Jeppe Tverskov,2025-06-30 00:00:00,500000.0,DK1,1993-03-12
1872,Domingos Duarte,2026-06-30 00:00:00,3000000.0,ES1,1995-03-10
1873,Gelson Martins,2026-06-30 00:00:00,2500000.0,GR1,1995-05-11
1874,João Palhinha,2028-06-30 00:00:00,60000000.0,GB1,1995-07-09
1875,Luka Jović,2024-06-30 00:00:00,5000000.0,IT1,1997-12-23
1876,Nemanja Glavcic,2025-06-30 00:00:00,400000.0,GR1,1997-02-19
1877,Vanja Milinkovic-Savic,2026-06-30 00:00:00,5000000.0,IT1,1997-02-20
1878,Charilaos Charisis,2026-06-30 00:00:00,900000.0,TR1,1995-01-12
1879,Wilmar Barrios,2027-06-30 00:00:00,14000000.0,RU1,1993-10-16
1880,João Graça,2024-06-30 00:00:00,400000.0,PO1,1995-06-18
1881,Amir Rrahmani,2027-06-30 00:00:00,20000000.0,IT1,1994-02-24
1882,Simone Bastoni,2024-06-30 00:00:00,2000000.0,IT1,1996-11-05
1883,Gökhan Sazdağı,2025-06-30 00:00:00,900000.0,TR1,1994-09-20
1884,Gregor Kobel,2028-06-30 00:00:00,40000000.0,L1,1997-12-06
1885,Rúben Vezo,,1800000.0,GR1,1994-04-25
1886,Oleg Danchenko,2024-06-30 00:00:00,900000.0,UKR1,1994-08-01
1887,Jeroen Houwen,2025-06-30 00:00:00,250000.0,NL1,1996-02-18
1888,Damon Mirani,2024-06-30 00:00:00,550000.0,NL1,1996-05-13
1889,Bart Nieuwkoop,2027-06-30 00:00:00,4000000.0,NL1,1996-03-07
1890,Leeroy Owusu,2026-06-30 00:00:00,650000.0,DK1,1996-08-13
1891,Rúben Dias,2027-06-30 00:00:00,80000000.0,GB1,1997-05-14
1892,João Carvalho,2024-06-30 00:00:00,1500000.0,GR1,1997-03-09
1893,Diogo Gonçalves,2027-06-30 00:00:00,5000000.0,DK1,1997-02-06
1894,Renato Sanches,2024-06-30 00:00:00,10000000.0,IT1,1997-08-18
1895,Aurélio Buta,2026-06-30 00:00:00,8000000.0,L1,1997-02-10
1896,Adam Jakubech,2025-06-30 00:00:00,250000.0,FR1,1997-01-02
1897,Calvin Verdonk,2024-06-30 00:00:00,1200000.0,NL1,1997-04-26
1898,Boris Radunović,2025-06-30 00:00:00,1300000.0,IT1,1996-05-26
1899,Hidde ter Avest,2024-06-30 00:00:00,1500000.0,NL1,1997-05-20
1900,Tosin Adarabioyo,2024-06-30 00:00:00,12000000.0,GB1,1997-09-24
1901,Cameron Borthwick-Jackson,2024-06-30 00:00:00,250000.0,SC1,1997-02-02
1902,Max Lowe,2024-06-30 00:00:00,2500000.0,GB1,1997-05-11
1903,Dominic Solanke,2027-06-30 00:00:00,25000000.0,GB1,1997-09-14
1904,Luke Amos,2025-06-30 00:00:00,400000.0,SC1,1997-02-23
1905,Kieran Dowell,2026-05-31 00:00:00,2000000.0,SC1,1997-10-10
1906,Dean Henderson,2028-06-30 00:00:00,12000000.0,GB1,1997-03-12
1907,Marcus Rashford,2028-06-30 00:00:00,70000000.0,GB1,1997-10-31
1908,Carl Starfelt,2027-06-30 00:00:00,5000000.0,ES1,1995-06-01
1909,Umut Bozok,2025-06-30 00:00:00,2400000.0,TR1,1996-09-19
1910,Aleksandr Zhirov,2024-06-30 00:00:00,500000.0,RU1,1991-01-24
1911,Damian Szymanski,2027-06-30 00:00:00,3500000.0,GR1,1995-06-16
1912,Rade Krunic,2024-06-30 00:00:00,8500000.0,TR1,1993-10-07
1913,Jiri Pavlenka,2024-06-30 00:00:00,2000000.0,L1,1992-04-14
1914,Conor McMenamin,2025-05-31 00:00:00,150000.0,SC1,1995-08-24
1915,Ui-jo Hwang,2024-06-30 00:00:00,3000000.0,TR1,1992-08-28
1916,Komnen Andric,2025-06-30 00:00:00,1500000.0,FR1,1995-07-01
1917,Cebrail Karayel,2024-06-30 00:00:00,300000.0,TR1,1994-08-15
1918,Vladislav Masternoy,2025-06-30 00:00:00,500000.0,RU1,1995-11-17
1919,Isaac Mbenza,2026-06-30 00:00:00,2000000.0,BE1,1996-03-08
1920,Joachim Andersen,2026-06-30 00:00:00,35000000.0,GB1,1996-05-31
1921,Jonas Bager,2024-06-30 00:00:00,800000.0,BE1,1996-07-18
1922,Jonas Gemmer,2024-06-30 00:00:00,400000.0,DK1,1996-01-31
1923,Aleix García,2026-06-30 00:00:00,20000000.0,ES1,1997-06-28
1924,Artem Shulyanskyi,2025-05-31 00:00:00,400000.0,UKR1,2001-04-11
1925,Suat Serdar,2024-06-30 00:00:00,4000000.0,IT1,1997-04-11
1926,Ricardo Horta,2028-06-30 00:00:00,20000000.0,PO1,1994-09-15
1927,Roman Debelko,2024-06-30 00:00:00,400000.0,UKR1,1993-08-08
1928,Timothy Castagne,2027-06-30 00:00:00,17000000.0,GB1,1995-12-05
1929,Antonio Puertas,2024-06-30 00:00:00,2500000.0,ES1,1992-02-21
1930,Unai Simón,2025-06-30 00:00:00,25000000.0,ES1,1997-06-11
1931,Hayao Kawabe,2027-06-30 00:00:00,4500000.0,BE1,1995-09-08
1932,Davide Calabria,2025-06-30 00:00:00,15000000.0,IT1,1996-12-06
1933,Connor Randall,2024-05-31 00:00:00,450000.0,SC1,1995-10-21
1934,Ebenezer Ofori,2025-06-30 00:00:00,250000.0,DK1,1995-07-01
1935,Pelle van Amersfoort,2025-06-30 00:00:00,900000.0,NL1,1996-04-01
1936,Modestas Vorobjovas,2026-06-01 00:00:00,400000.0,TR1,1995-12-30
1937,David Raya,2024-06-30 00:00:00,35000000.0,GB1,1995-09-15
1938,Sebastián Palacios,2024-06-30 00:00:00,3000000.0,GR1,1992-01-20
1939,Johan Mojica,2024-06-30 00:00:00,2500000.0,ES1,1992-08-21
1940,Jefferson Lerma,2026-06-30 00:00:00,20000000.0,GB1,1994-10-25
1941,Kevin Danso,2027-06-30 00:00:00,22000000.0,FR1,1998-09-19
1942,Riad Bajic,2025-06-30 00:00:00,1100000.0,TR1,1994-05-06
1943,Maximilian Wöber,2024-06-30 00:00:00,14000000.0,L1,1998-02-04
1944,Attila Szalai,2024-06-30 00:00:00,10000000.0,L1,1998-01-20
1945,Joseph Attamah,2024-06-30 00:00:00,850000.0,TR1,1994-05-22
1946,Joan Jordán,2027-06-30 00:00:00,5000000.0,ES1,1994-07-06
1947,Kasim Adams,2024-06-30 00:00:00,700000.0,L1,1995-06-22
1948,Pep Biel,2024-06-30 00:00:00,6000000.0,L1,1996-09-05
1949,Jason,2024-06-30 00:00:00,1800000.0,PO1,1994-07-06
1950,Dmitriy Barinov,2026-06-30 00:00:00,8000000.0,RU1,1996-09-11
1951,Aleksandr Golovin,2026-06-30 00:00:00,30000000.0,FR1,1996-05-30
1952,Anton Zinkovskiy,2027-06-30 00:00:00,3500000.0,RU1,1996-04-14
1953,Sergiy Bolbat,2024-06-30 00:00:00,500000.0,UKR1,1993-06-13
1954,Reece Burke,,1800000.0,GB1,1996-09-02
1955,Dimitar Mitov,2025-05-31 00:00:00,375000.0,SC1,1997-01-22
1956,Viktor Tsygankov,2027-06-30 00:00:00,25000000.0,ES1,1997-11-15
1957,Oleksandr Osman,2024-06-30 00:00:00,250000.0,UKR1,1996-04-18
1958,Isaac Christie-Davies,2024-06-30 00:00:00,400000.0,BE1,1997-10-18
1959,Rúben Lameiras,,500000.0,PO1,1994-12-22
1960,Jens Martin Gammelby,2026-12-31 00:00:00,400000.0,DK1,1995-02-05
1961,Manuel Locatelli,2028-06-30 00:00:00,33000000.0,IT1,1998-01-08
1962,Éder Balanta,2024-06-30 00:00:00,1500000.0,BE1,1993-02-28
1963,Aleksandr Selikhov,2025-06-30 00:00:00,2000000.0,RU1,1994-04-07
1964,Noah Loosli,2026-06-30 00:00:00,800000.0,L1,1997-01-23
1965,Sergey Bozhin,2024-06-30 00:00:00,900000.0,RU1,1994-09-12
1966,Victor Edvardsen,2026-06-30 00:00:00,900000.0,NL1,1996-01-14
1967,Eamonn Brophy,2025-05-31 00:00:00,450000.0,SC1,1996-03-10
1968,Semih Güler,2025-06-30 00:00:00,1400000.0,TR1,1994-11-30
1969,Youssef Aït Bennasser,2025-06-30 00:00:00,500000.0,TR1,1996-07-07
1970,Ajdin Hrustić,2024-06-30 00:00:00,500000.0,NL1,1996-07-05
1971,Thierry Ambrose,2027-06-30 00:00:00,1000000.0,BE1,1997-03-28
1972,Michee Efete,2024-06-30 00:00:00,150000.0,SC1,1997-03-11
1973,Benjamin Bourigeaud,2026-06-30 00:00:00,18000000.0,FR1,1994-01-14
1974,Nicolas Moumi Ngamaleu,2024-06-30 00:00:00,3500000.0,RU1,1994-07-09
1975,Gonzalo Escalante,2026-06-30 00:00:00,2000000.0,ES1,1993-03-27
1976,Ángel Correa,2026-06-30 00:00:00,20000000.0,ES1,1995-03-09
1977,Milos Satara,2026-06-30 00:00:00,500000.0,RU1,1995-10-28
1978,Adam Buksa,2024-06-30 00:00:00,5500000.0,TR1,1996-07-12
1979,Denis Yakuba,2025-06-30 00:00:00,300000.0,RU1,1996-05-26
1980,Rifat Zhemaletdinov,2024-06-30 00:00:00,4000000.0,RU1,1996-09-20
1981,Igor Kalinin,2024-06-30 00:00:00,700000.0,RU1,1995-11-11
1982,Matej Hanousek,2024-06-30 00:00:00,750000.0,TR1,1993-06-02
1983,Gyrano Kerk,2024-06-30 00:00:00,3000000.0,BE1,1995-12-02
1984,Sean Klaiber,2025-06-30 00:00:00,2500000.0,DK1,1994-07-31
1985,Scott Tanser,2024-05-31 00:00:00,500000.0,SC1,1994-10-23
1986,Moustapha Seck,2025-06-30 00:00:00,400000.0,PO1,1996-02-23
1987,Ronald Matarrita,2026-06-30 00:00:00,800000.0,GR1,1994-07-09
1988,Mathias Rasmussen,2027-06-30 00:00:00,1800000.0,BE1,1997-11-25
1989,Maksim Kuzmin,2024-06-30 00:00:00,800000.0,RU1,1996-06-01
1990,Sandi Lovric,2027-06-30 00:00:00,9000000.0,IT1,1998-03-28
1991,Fabrizio Angileri,2026-06-30 00:00:00,1500000.0,ES1,1994-03-15
1992,Shaun Donnellan,2025-06-30 00:00:00,100000.0,SC1,1996-10-16
1993,Gerard Gumbau,2024-06-30 00:00:00,3500000.0,ES1,1994-12-18
1994,João Camacho,2024-06-30 00:00:00,700000.0,PO1,1994-06-23
1995,Gökhan Gül,2025-06-30 00:00:00,1000000.0,TR1,1998-07-17
1996,Denys Bezborodko,2025-12-31 00:00:00,500000.0,UKR1,1994-05-31
1997,Ali Karimi,2024-06-30 00:00:00,850000.0,TR1,1994-02-11
1998,Marcus Ingvartsen,2025-07-01 00:00:00,6500000.0,DK1,1996-01-04
1999,Kiki,2025-06-30 00:00:00,600000.0,RU1,1994-12-10
2000,Vitaly Janelt,2026-06-30 00:00:00,22000000.0,GB1,1998-05-10
2001,Lucão,2024-06-30 00:00:00,400000.0,GR1,1996-03-23
2002,Dan Casey,2025-05-31 00:00:00,300000.0,SC1,1997-10-29
2003,Robert Skov,2024-06-30 00:00:00,6500000.0,L1,1996-05-20
2004,Serhou Guirassy,2026-06-30 00:00:00,40000000.0,L1,1996-03-12
2005,Philip Zinckernagel,2025-06-30 00:00:00,5000000.0,BE1,1994-12-16
2006,Jhonder Cádiz,2024-06-30 00:00:00,1800000.0,PO1,1995-07-29
2007,Fabiano,2024-06-30 00:00:00,900000.0,GR1,1991-11-18
2008,Mihailo Ristic,2026-06-30 00:00:00,1400000.0,ES1,1995-10-31
2009,Tobias Lauritsen,2025-06-30 00:00:00,3000000.0,NL1,1997-08-30
2010,Antonin Barak,2026-06-30 00:00:00,6000000.0,IT1,1994-12-03
2011,Chris Führich,2028-06-30 00:00:00,17000000.0,L1,1998-01-09
2012,David Bates,2025-06-30 00:00:00,600000.0,BE1,1996-10-05
2013,Daniel-Kofi Kyereh,,6000000.0,L1,1996-03-08
2014,Issa Diop,2027-06-30 00:00:00,22000000.0,GB1,1997-01-09
2015,Arnaud Lusamba,2024-06-30 00:00:00,1500000.0,TR1,1997-01-04
2016,Harold Moukoudi,2026-06-30 00:00:00,5000000.0,GR1,1997-11-27
2017,Kingsley Ehizibue,2026-06-30 00:00:00,2500000.0,IT1,1995-05-25
2018,Paul Onuachu,2024-06-30 00:00:00,13000000.0,TR1,1994-05-28
2019,Jamiro Monteiro,2024-06-30 00:00:00,3000000.0,TR1,1993-11-23
2020,Miguel Almirón,2026-06-30 00:00:00,30000000.0,GB1,1994-02-10
2021,Júnior Alonso,2025-06-30 00:00:00,8000000.0,RU1,1993-02-09
2022,Federico Gino,2024-12-31 00:00:00,250000.0,GR1,1993-02-26
2023,Robin Gosens,2028-06-30 00:00:00,15000000.0,L1,1994-07-05
2024,Nemanja Maksimovic,2024-06-30 00:00:00,6000000.0,ES1,1995-01-26
2025,Valeriy Kucherov,2025-06-30 00:00:00,400000.0,UKR1,1993-08-11
2026,Felipe Abner,2024-06-30 00:00:00,900000.0,BE1,1996-05-30
2027,Volodymyr Adamyuk,2024-12-31 00:00:00,500000.0,UKR1,1991-07-17
2028,Adrian Beck,2025-06-30 00:00:00,900000.0,L1,1997-06-09
2029,Héctor Hernández,2024-06-30 00:00:00,1500000.0,PO1,1995-09-14
2030,Miroslav Bogosavac,2024-06-30 00:00:00,2500000.0,RU1,1996-10-14
2031,Morten Behrens,2024-06-30 00:00:00,250000.0,L1,1997-04-01
2032,Djordje Nikolic,2026-06-30 00:00:00,300000.0,TR1,1997-04-13
2033,Felix Passlack,2025-06-30 00:00:00,1500000.0,L1,1998-05-29
2034,Youssouf Koné,2024-06-30 00:00:00,1200000.0,BE1,1995-07-05
2035,Moses Simon,2026-06-30 00:00:00,10000000.0,FR1,1995-07-12
2036,Marvin Egho,2024-06-30 00:00:00,400000.0,DK1,1994-05-09
2037,Augusto Batalla,2024-06-30 00:00:00,6000000.0,ES1,1996-04-30
2038,Niklas Schmidt,2027-06-30 00:00:00,3000000.0,FR1,1998-03-01
2039,Hans Hateboer,2024-06-30 00:00:00,4000000.0,IT1,1994-01-09
2040,Tayfun Aydoğan,2026-06-30 00:00:00,200000.0,TR1,1996-05-29
2041,Dorukhan Toköz,2026-06-30 00:00:00,3500000.0,TR1,1996-05-21
2042,Nader Ghandri,2026-06-30 00:00:00,600000.0,RU1,1995-02-18
2043,Emil Hansson,2024-06-30 00:00:00,1800000.0,NL1,1998-06-15
2044,Artur Jorge,2024-06-30 00:00:00,550000.0,PO1,1994-08-14
2045,Abdulkadir Parmak,2025-06-30 00:00:00,450000.0,TR1,1994-12-28
2046,Alan Forrest,2026-05-31 00:00:00,500000.0,SC1,1996-09-09
2047,Andries Noppert,2027-06-30 00:00:00,3000000.0,NL1,1994-04-07
2048,Samuel Gigot,2025-06-30 00:00:00,10000000.0,FR1,1993-10-12
2049,Scott Wright,2025-05-31 00:00:00,1200000.0,SC1,1997-08-08
2050,Manu García,2026-06-30 00:00:00,2500000.0,GR1,1998-01-02
2051,Kaiyne Woolery,2024-06-30 00:00:00,250000.0,GR1,1995-01-11
2052,Renato Tapia,2024-06-30 00:00:00,5000000.0,ES1,1995-07-28
2053,Gian Marco Ferrari,2024-06-30 00:00:00,1600000.0,IT1,1992-05-15
2054,Angeliño,2024-06-30 00:00:00,8000000.0,IT1,1997-01-04
2055,Martin Valjent,2025-06-30 00:00:00,4500000.0,ES1,1995-12-11
2056,Martin Fraisl,2025-06-30 00:00:00,500000.0,DK1,1993-05-10
2057,Rominigue Kouamé,2026-06-30 00:00:00,2500000.0,ES1,1996-12-17
2058,Daan Rienstra,2024-06-30 00:00:00,250000.0,GR1,1992-10-06
2059,Andriy Totovytskyi,2024-06-30 00:00:00,500000.0,UKR1,1993-01-20
2060,Chris Cadden,2025-05-31 00:00:00,650000.0,SC1,1996-09-19
2061,Amari'i Bell,,2500000.0,GB1,1994-05-05
2062,Ivan Konovalov,2024-06-30 00:00:00,250000.0,RU1,1994-08-18
2063,Antonio Raíllo,2026-06-30 00:00:00,2500000.0,ES1,1991-10-08
2064,Florian Neuhaus,2027-06-30 00:00:00,9000000.0,L1,1997-03-16
2065,Felix Uduokhai,2025-06-30 00:00:00,7000000.0,L1,1997-09-09
2066,Borja Iglesias,2024-06-30 00:00:00,8000000.0,L1,1993-01-17
2067,Sebastiano Luperto,2025-06-30 00:00:00,3000000.0,IT1,1996-09-06
2068,Emre Akbaba,2024-06-30 00:00:00,1600000.0,TR1,1992-10-04
2069,Luis Rioja,2025-06-30 00:00:00,3000000.0,ES1,1993-10-16
2070,Norbert Alblas,2024-06-30 00:00:00,200000.0,NL1,1994-12-12
2071,Marco Richter,2027-06-30 00:00:00,3500000.0,L1,1997-11-24
2072,Harry Wilson,2026-06-30 00:00:00,17000000.0,GB1,1997-03-22
2073,Ryan Kent,2027-06-30 00:00:00,7000000.0,TR1,1996-11-11
2074,Daler Kuzyaev,2025-06-30 00:00:00,10000000.0,FR1,1993-01-15
2075,Alexandros Anagnostopoulos,2024-06-30 00:00:00,300000.0,GR1,1994-08-18
2076,Vincent Sierro,2026-06-30 00:00:00,2000000.0,FR1,1995-10-08
2077,Elvis Rexhbecaj,2026-06-30 00:00:00,3500000.0,L1,1997-11-01
2078,Théo Bongonda,2027-06-30 00:00:00,5000000.0,RU1,1995-11-20
2079,Álvaro Odriozola,2029-06-30 00:00:00,3000000.0,ES1,1995-12-14
2080,Mads Kaalund,2024-06-30 00:00:00,250000.0,DK1,1996-08-16
2081,Iván Alejo,2025-06-30 00:00:00,1500000.0,ES1,1995-02-10
2082,Mario Hermoso,2024-06-30 00:00:00,25000000.0,ES1,1995-06-18
2083,Dmitriy Skopintsev,2027-06-30 00:00:00,3000000.0,RU1,1997-03-02
2084,Adam Tzanetopoulos,2024-06-30 00:00:00,350000.0,GR1,1995-02-10
2085,Lucas Hernández,2028-06-30 00:00:00,45000000.0,FR1,1996-02-14
2086,Luis Milla,2027-06-30 00:00:00,2500000.0,ES1,1994-10-07
2087,Rémy Descamps,2024-06-30 00:00:00,1500000.0,FR1,1996-06-25
2088,Presnel Kimpembe,2026-06-30 00:00:00,20000000.0,FR1,1995-08-13
2089,Ianis Hagi,2024-06-30 00:00:00,3500000.0,ES1,1998-10-22
2090,Marin Pongracic,2026-06-30 00:00:00,6000000.0,IT1,1997-09-11
2091,Erik Palmer-Brown,2027-06-30 00:00:00,2000000.0,GR1,1997-04-24
2092,Birger Meling,2027-06-30 00:00:00,4000000.0,DK1,1994-12-17
2093,Giovanni Simeone,2026-06-30 00:00:00,13000000.0,IT1,1995-07-05
2094,Marcos Llorente,2027-06-30 00:00:00,30000000.0,ES1,1995-01-30
2095,Javi Muñoz,2025-06-30 00:00:00,2000000.0,ES1,1995-02-28
2096,Sergio Reguilón,2024-05-31 00:00:00,10000000.0,GB1,1996-12-16
2097,Ramazan Civelek,2025-06-30 00:00:00,850000.0,TR1,1996-01-22
2098,Mete Demir,2024-06-30 00:00:00,500000.0,GR1,1998-05-13
2099,Artem Mamin,2025-06-30 00:00:00,500000.0,RU1,1997-07-25
2100,Ivan Zlobin,2025-06-30 00:00:00,300000.0,PO1,1997-03-07
2101,Maximilian Mittelstädt,2026-06-30 00:00:00,5000000.0,L1,1997-03-18
2102,Benito Ramírez,2025-06-30 00:00:00,500000.0,ES1,1995-07-11
2103,Uri Busquets,2025-06-30 00:00:00,450000.0,PO1,1999-01-20
2104,Dani Morer,2025-06-30 00:00:00,300000.0,PO1,1998-02-05
2105,Carles Pérez,2027-06-30 00:00:00,4000000.0,ES1,1998-02-16
2106,Alfie Whiteman,2025-06-30 00:00:00,500000.0,GB1,1998-10-02
2107,Kristiyan Malinov,2025-06-30 00:00:00,650000.0,BE1,1994-03-30
2108,Frederik Brandhof,2024-12-31 00:00:00,350000.0,DK1,1996-07-05
2109,Oualid El Hajjam,2026-06-30 00:00:00,900000.0,FR1,1991-02-19
2110,Iñaki Peña,2026-06-30 00:00:00,8000000.0,ES1,1999-03-02
2111,Rezan Corlu,2024-06-30 00:00:00,350000.0,DK1,1997-08-07
2112,Kasper Dolberg,2027-06-30 00:00:00,10000000.0,BE1,1997-10-06
2113,Gökcan Kaya,2025-06-30 00:00:00,400000.0,TR1,1995-08-07
2114,Emre Mor,2024-06-30 00:00:00,2500000.0,TR1,1997-07-24
2115,Rasmus Nicolaisen,2025-06-30 00:00:00,6000000.0,FR1,1997-03-16
2116,Jacob Rasmussen,2027-06-30 00:00:00,3000000.0,DK1,1997-05-28
2117,Mathias Honsak,2024-06-30 00:00:00,1500000.0,L1,1996-12-20
2118,Nick Gillekens,2026-06-30 00:00:00,250000.0,BE1,1995-07-05
2119,Tomas Soucek,2027-06-30 00:00:00,35000000.0,GB1,1995-02-27
2120,Mattia Zaccagni,2025-06-30 00:00:00,25000000.0,IT1,1995-06-16
2121,Florian Dietz,2025-06-30 00:00:00,800000.0,L1,1998-08-03
2122,Ludovic Ajorque,2026-06-30 00:00:00,7000000.0,L1,1994-02-25
2123,Robin Hack,2027-06-30 00:00:00,3000000.0,L1,1998-08-27
